split,run_id,round,test,pole,pole_num,persona,stage,band,mean_valence_score,rating,signed_intensity,c1,c2
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice1,L9-13,7.499581050872803,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice2,L20-32,3.3766719698905945,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice2,L33-40,5.742023974657059,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice2,L55-63,5.051102505789863,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice2,L70-79,6.161412763595581,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,choice2,L9-13,-1.0324092090129853,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip1,L20-32,17.081339762761043,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip1,L33-40,17.35425305366516,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip1,L55-63,15.056281831529406,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip1,L70-79,16.07536220550537,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip1,L9-13,23.149116897583006,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip2,L20-32,34.1879584972675,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip2,L33-40,33.20975971221924,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip2,L55-63,25.83885383605957,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip2,L70-79,24.774110412597658,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,manip2,L9-13,40.50089721679687,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,report,L20-32,-12.34066104888916,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,report,L33-40,-4.984946139156818,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,report,L55-63,-2.432403418752882,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,report,L70-79,-2.797434449195862,4,6,A,A
round1_to_round2,data/round2/2_Test/Test2_POS_userturns_SWARM,round2,T2_identity_recognition,POS,1,SWARM,report,L9-13,-14.205325698852539,4,6,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice1,L20-32,-13.339503068190355,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice1,L33-40,-8.112159252166748,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice1,L55-63,-2.088945229848226,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice1,L70-79,-0.9715674668550491,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice1,L9-13,-5.059012317657471,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice2,L20-32,-5.331163112933819,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice2,L33-40,-2.7851599156856537,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice2,L55-63,-1.897014684147305,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice2,L70-79,-0.3183972753584385,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,choice2,L9-13,-9.42892951965332,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip1,L20-32,-44.59732437133789,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip1,L33-40,-37.71778345108032,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip1,L55-63,-33.75553894042969,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip1,L70-79,-28.145130348205566,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip1,L9-13,-38.13169708251953,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip2,L20-32,-34.73038306603065,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip2,L33-40,-29.361260652542114,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip2,L55-63,-28.386290232340496,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip2,L70-79,-24.791536331176758,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,manip2,L9-13,-32.44295310974121,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,report,L20-32,-17.60131102341872,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,report,L33-40,-11.344128131866455,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,report,L55-63,-8.01032543182373,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,report,L70-79,-8.307886600494385,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T0_social_treatment,NEG,-1,BASELINE,report,L9-13,-19.218978691101075,-2,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice1,L20-32,-5.723754616884085,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice1,L33-40,-1.141009047627449,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice1,L55-63,4.827097680833605,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice1,L70-79,5.644286012649536,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice1,L9-13,-2.307880401611328,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice2,L20-32,-1.7510017087826362,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice2,L33-40,0.42474884167313576,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice2,L55-63,0.7176056404908498,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice2,L70-79,2.07780185341835,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,choice2,L9-13,-7.44649305343628,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip1,L20-32,-41.43619684072641,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip1,L33-40,-32.48404574394226,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip1,L55-63,-27.466435538397896,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip1,L70-79,-23.524680137634277,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip1,L9-13,-37.63816146850586,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip2,L20-32,-28.110257662259617,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip2,L33-40,-21.07301378250122,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip2,L55-63,-21.350229051378037,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip2,L70-79,-21.5426887512207,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,manip2,L9-13,-28.79312210083008,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,report,L20-32,-15.018234399648813,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,report,L33-40,-9.352484107017517,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,report,L55-63,-5.426317797766791,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,report,L70-79,-5.518459320068359,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SOL,round1,T0_social_treatment,NEG,-1,SOL,report,L9-13,-17.55908832550049,-2,-5,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice1,L20-32,-4.310313444871169,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice1,L33-40,-3.0521343275904655,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice1,L55-63,0.5500000185436673,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice1,L70-79,2.0121928572654726,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice1,L9-13,-4.921321249008178,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice2,L20-32,-0.7630867797594804,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice2,L33-40,1.052932247519493,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice2,L55-63,0.9182005226612091,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice2,L70-79,2.474535858631134,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,choice2,L9-13,-8.19221305847168,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip1,L20-32,-34.7298159966102,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip1,L33-40,-27.047120332717896,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip1,L55-63,-28.327017890082466,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip1,L70-79,-26.483142471313478,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip1,L9-13,-36.59617462158203,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip2,L20-32,-21.157394409179688,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip2,L33-40,-16.278598070144653,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip2,L55-63,-21.29126082526313,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip2,L70-79,-20.79966468811035,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,manip2,L9-13,-30.748620986938477,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,report,L20-32,-14.13725684239314,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,report,L33-40,-9.145318388938904,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,report,L55-63,-5.267180071936713,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,report,L70-79,-5.25528244972229,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_STATIC,round1,T0_social_treatment,NEG,-1,STATIC,report,L9-13,-17.834660911560057,0,-4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice1,L20-32,-4.729749496166523,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice1,L33-40,-1.4647336266934872,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice1,L55-63,3.6474784215291343,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice1,L70-79,3.9983445405960083,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice1,L9-13,-3.494401788711548,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice2,L20-32,-2.0429337529035716,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice2,L33-40,0.8830572925508022,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice2,L55-63,1.1018294427129958,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice2,L70-79,2.5130291104316713,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,choice2,L9-13,-6.775463199615478,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip1,L20-32,-39.62167710524339,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip1,L33-40,-29.322694301605225,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip1,L55-63,-23.980235629611546,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip1,L70-79,-20.437020683288573,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip1,L9-13,-37.140550231933595,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip2,L20-32,-24.981097661531887,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip2,L33-40,-15.517414689064026,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip2,L55-63,-12.42512649959988,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip2,L70-79,-11.061242485046387,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,manip2,L9-13,-34.13333358764648,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,report,L20-32,-15.066991145794209,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,report,L33-40,-8.663011491298676,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,report,L55-63,-4.515978786680433,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,report,L70-79,-5.151341199874878,2,4,A,A
round2_to_round1,data/round1/0_Test 2/0_T1_NEG_userturns_SWARM,round1,T0_social_treatment,NEG,-1,SWARM,report,L9-13,-18.119321060180663,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice1,L20-32,-5.203293470235971,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice1,L33-40,-0.30666491761803627,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice1,L55-63,4.949012968275282,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice1,L70-79,5.201696538925171,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice1,L9-13,0.3075804471969604,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice2,L20-32,-1.7800100537446828,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice2,L33-40,0.8436578791588545,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice2,L55-63,0.49573636054992676,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice2,L70-79,2.662243866920471,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,choice2,L9-13,-4.895855712890625,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip1,L20-32,2.5896504658919115,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip1,L33-40,1.4724538028240204,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip1,L55-63,-2.2996228535970054,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip1,L70-79,0.7228988826274871,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip1,L9-13,10.072442626953125,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip2,L20-32,2.1638773473409505,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip2,L33-40,0.3857186734676361,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip2,L55-63,-0.5568567249510024,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip2,L70-79,2.0236533522605895,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,manip2,L9-13,12.887221336364746,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,report,L20-32,-15.37192124586839,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,report,L33-40,-10.023661375045776,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,report,L55-63,-6.813343895806207,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,report,L70-79,-7.096800851821899,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_BASELINE,round1,T0_social_treatment,NEU,0,BASELINE,report,L9-13,-15.984007835388184,0,0,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice1,L20-32,-0.04535685365016644,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice1,L33-40,3.601527288556099,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice1,L55-63,8.30560302734375,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice1,L70-79,8.37096447944641,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice1,L9-13,1.9833905220031738,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice2,L20-32,1.1484460165867438,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice2,L33-40,3.6901975572109222,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice2,L55-63,2.3729340765211315,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice2,L70-79,4.544769740104675,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,choice2,L9-13,-4.130171298980713,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,manip1,L20-32,8.44971909889808,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,manip1,L33-40,11.401660323143005,2,4,A,A
round2_to_round1,data/round1/0_Test 2/1_T1_NEU_userturns_SOL,round1,T0_social_treatment,NEU,0,SOL,manip1,L55-63,11.820072174072266,2,4,A,A
